ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,true_class
870,119,157,200,2,1,71,206,56,benign
14,32,101,22,2,8,9,117,228,benign
1076,2,96,0,167,124,4,139,208,benign
526,78,31,163,166,80,191,113,23,benign
14,32,84,22,2,8,9,124,214,benign
208,42,114,4,96,147,255,98,0,max-speedometer
1760,23,58,23,58,23,103,23,93,benign
208,50,72,4,102,94,255,147,0,max-speedometer
208,122,115,4,100,16,255,216,0,max-speedometer
208,106,116,4,96,128,6,105,0,benign
208,90,117,12,100,149,5,87,0,reverse-light-on
208,122,120,4,96,246,17,230,0,benign
14,32,100,22,2,8,9,112,62,benign
1522,255,255,255,255,255,255,255,255,fuzzing
167,0,16,249,164,225,24,112,160,benign
354,72,88,6,52,234,18,116,201,benign
208,2,74,4,98,100,255,149,0,max-speedometer
1760,22,108,22,122,22,132,22,125,benign
293,144,0,107,95,106,52,63,96,benign
208,114,114,4,96,180,255,56,0,max-speedometer
722,0,0,78,126,128,0,0,10,benign
1505,137,54,160,7,9,255,176,128,benign
1505,137,56,192,11,9,255,120,128,benign
560,244,0,0,2,204,0,22,0,benign
208,50,114,4,100,117,255,123,0,max-speedometer
14,32,82,150,2,8,9,118,212,benign
208,18,117,12,100,163,5,82,0,reverse-light-on
1694,4,64,4,78,33,160,20,226,benign
1505,137,42,224,11,9,255,112,128,benign
208,42,78,12,98,212,2,33,0,reverse-light-on
293,144,0,108,31,112,112,191,96,benign
208,66,118,4,100,229,16,255,0,benign
208,50,81,12,96,0,3,243,0,reverse-light-on
208,114,113,4,96,126,2,110,0,reverse-light-off
1760,15,187,15,170,15,183,15,188,benign
208,26,115,4,100,215,255,28,0,max-speedometer
208,26,114,4,100,121,255,122,0,max-speedometer
1176,132,0,32,0,230,133,64,1,benign
167,0,81,65,41,113,29,128,160,benign
208,66,74,4,98,71,255,170,0,max-speedometer
208,114,120,4,96,181,23,34,0,benign
1176,132,12,160,100,201,131,6,141,benign
208,34,113,4,96,206,2,40,0,reverse-light-off
14,32,95,22,2,8,9,123,4,benign
208,66,80,12,96,107,3,134,0,reverse-light-on
293,144,0,107,159,121,173,19,96,benign
1176,132,0,32,0,203,130,136,133,benign
208,26,67,4,98,51,255,193,0,max-speedometer
51,23,143,201,123,92,192,7,208,benign
208,114,114,4,100,92,255,143,0,max-speedometer
208,26,114,4,96,159,255,88,0,max-speedometer
961,123,85,31,191,9,24,105,46,benign
208,58,78,12,98,227,2,16,0,reverse-light-on
1628,64,6,180,131,224,0,0,0,benign
14,32,97,86,2,8,9,117,64,benign
1314,223,127,208,26,99,40,12,92,benign
208,82,73,4,96,152,255,88,0,max-speedometer
852,32,61,64,0,0,4,72,128,benign
1176,132,0,32,0,235,129,127,205,benign
14,32,102,22,2,8,9,108,78,benign
51,30,96,73,229,109,206,199,208,benign
208,34,114,4,100,225,255,19,0,max-speedometer
14,32,99,150,2,8,9,113,226,benign
1076,4,74,160,165,51,150,51,96,benign
51,0,3,104,0,13,72,167,208,benign
1072,86,115,134,142,8,128,59,32,benign
526,78,32,3,177,185,192,16,15,benign
208,74,114,4,100,141,255,97,0,max-speedometer
560,238,0,0,139,28,0,0,0,benign
562,255,255,255,255,255,255,255,255,fuzzing
208,18,114,4,100,127,255,117,0,max-speedometer
208,98,114,4,100,219,255,18,0,max-speedometer
208,66,114,4,100,114,255,127,0,max-speedometer
167,0,16,250,40,145,33,16,160,benign
208,106,81,4,96,67,255,167,0,max-speedometer
208,42,74,4,98,65,255,177,0,max-speedometer
14,32,97,86,2,8,9,117,118,benign
208,74,80,12,98,77,3,163,0,reverse-light-on
1408,0,0,0,5,7,135,237,32,benign
208,2,112,4,96,191,2,59,0,reverse-light-off
628,0,242,9,243,16,124,141,167,benign
1505,137,41,192,11,9,255,132,128,benign
526,78,32,7,161,60,191,240,7,benign
208,66,71,4,98,251,255,248,0,max-speedometer
208,34,113,4,96,209,2,37,0,reverse-light-off
51,0,1,144,0,14,203,247,208,benign
1505,137,63,224,7,10,1,160,128,benign
1076,4,42,160,168,226,61,111,192,benign
852,32,171,64,0,0,6,15,128,benign
1505,137,43,32,7,10,2,76,128,benign
852,32,237,64,0,0,5,252,0,benign
1628,64,18,82,103,160,0,0,0,benign
208,98,80,12,100,145,3,92,0,reverse-light-on
526,78,32,11,162,250,63,207,255,benign
208,42,63,12,100,133,5,109,0,reverse-light-on
208,74,115,4,100,241,255,253,0,max-speedometer
208,2,74,4,96,210,255,37,0,max-speedometer
403,0,8,8,3,230,8,0,0,benign
628,0,242,9,243,16,124,141,181,benign
208,106,119,4,96,184,24,31,0,benign
208,106,121,4,100,96,2,141,0,benign
208,34,69,4,100,47,255,196,0,max-speedometer
208,114,114,4,100,101,255,132,0,max-speedometer
61,0,1,29,128,0,0,0,0,benign
1628,64,6,245,134,158,96,0,2,benign
208,122,109,12,96,206,2,29,0,reverse-light-on
526,78,31,119,176,179,62,80,175,benign
293,144,0,107,223,107,244,75,96,benign
1505,137,51,160,7,9,255,156,128,benign
208,98,124,4,100,125,3,112,0,benign
208,42,73,4,100,67,255,175,0,max-speedometer
208,10,82,12,98,243,3,5,0,reverse-light-on
208,58,71,4,98,108,255,132,0,max-speedometer
208,114,113,4,96,135,2,101,0,reverse-light-off
403,0,8,8,2,213,168,0,0,benign
208,74,117,12,100,167,5,71,0,reverse-light-on
208,50,112,4,96,187,2,57,0,reverse-light-off
208,66,114,4,100,32,255,209,0,max-speedometer
208,50,115,4,100,2,255,239,0,max-speedometer
208,74,78,12,100,212,2,29,0,reverse-light-on
14,32,83,150,2,8,9,119,188,benign
1668,196,244,121,89,65,133,16,32,benign
293,144,0,109,31,189,169,217,96,benign
722,0,115,38,190,16,0,0,19,benign
208,58,68,4,96,20,255,221,0,max-speedometer
1760,24,129,24,164,24,173,24,181,benign
523,255,255,255,255,255,255,255,255,fuzzing
208,114,78,12,102,153,2,83,0,reverse-light-on
208,74,70,4,96,254,255,241,0,max-speedometer
1760,15,136,15,126,15,152,15,149,benign
14,32,84,86,2,8,9,124,202,benign
208,34,113,4,96,203,2,43,0,reverse-light-off
208,122,114,4,100,173,255,59,0,max-speedometer
1255,0,0,0,18,3,142,0,0,benign
208,34,114,4,100,203,255,41,0,max-speedometer
526,78,32,7,170,225,191,47,31,benign
208,106,75,12,100,166,5,68,0,reverse-light-on
208,42,96,4,98,157,18,72,0,benign
1505,137,42,96,7,10,1,84,128,benign
208,122,121,4,96,39,10,188,0,benign
560,230,0,0,106,212,0,24,0,benign
167,0,16,249,167,65,22,240,160,benign
458,63,241,255,128,0,0,2,96,benign
293,144,0,108,159,105,181,131,96,benign
208,34,63,4,102,243,255,0,0,max-speedometer
293,144,0,108,223,107,244,37,96,benign
852,32,217,64,0,0,0,124,0,benign
208,82,114,4,100,127,255,112,0,max-speedometer
208,10,114,4,100,99,255,149,0,max-speedometer
1505,137,63,224,11,10,1,60,128,benign
293,144,0,105,159,104,119,193,96,benign
208,74,81,12,98,61,3,179,0,reverse-light-on
208,58,114,4,96,172,255,71,0,max-speedometer
208,122,73,12,96,96,5,136,0,reverse-light-on
1760,12,67,12,59,12,73,12,78,benign
208,2,112,4,96,189,2,61,0,reverse-light-off
1760,4,247,4,244,4,248,4,248,benign
208,26,73,4,96,36,255,210,0,max-speedometer
208,34,114,4,100,129,255,113,0,max-speedometer
208,82,114,4,100,123,255,113,0,max-speedometer
208,2,113,4,96,205,2,45,0,reverse-light-off
208,50,54,4,100,239,6,1,0,benign
208,74,79,12,96,75,5,163,0,reverse-light-on
208,82,71,4,98,56,255,181,0,max-speedometer
208,66,109,12,96,224,2,18,0,reverse-light-on
208,74,77,4,100,68,255,170,0,max-speedometer
14,32,82,150,2,8,9,122,152,benign
167,0,16,250,232,161,40,32,160,benign
208,2,115,4,100,204,255,46,0,max-speedometer
208,98,81,12,100,102,3,135,0,reverse-light-on
208,106,114,4,100,54,255,182,0,max-speedometer
412,0,160,32,11,194,0,41,192,benign
208,2,115,4,100,198,255,48,0,max-speedometer
208,106,77,4,96,214,255,20,0,max-speedometer
208,42,125,4,96,143,13,91,0,benign
14,32,87,214,2,8,9,107,140,benign
1307,8,2,75,157,33,152,0,1,benign
208,98,71,4,100,224,255,14,0,max-speedometer
208,106,74,4,100,139,255,97,0,max-speedometer
208,18,62,12,96,131,5,114,0,reverse-light-on
1153,255,255,255,255,255,255,255,255,fuzzing
1225,1,85,213,130,13,3,246,75,benign
167,0,16,249,168,177,43,224,160,benign
1277,17,37,10,129,49,6,201,136,benign
1505,137,39,128,11,9,255,136,128,benign
403,0,8,8,3,234,248,0,0,benign
167,0,16,249,165,145,26,48,160,benign
1176,132,0,160,4,29,133,174,143,benign
1505,137,47,160,11,10,0,104,128,benign
208,98,82,12,100,30,2,208,0,reverse-light-on
208,2,72,4,96,63,255,184,0,max-speedometer
14,32,97,22,2,8,9,121,64,benign
208,10,88,4,100,109,40,102,0,benign
1505,137,43,160,11,9,254,40,128,benign
208,50,70,4,100,126,255,115,0,max-speedometer
1590,36,136,169,0,239,140,144,0,benign
208,90,68,4,98,191,255,45,0,max-speedometer
208,26,80,12,100,66,3,180,0,reverse-light-on
208,106,82,12,100,108,2,129,0,reverse-light-on
526,78,31,247,174,66,63,208,31,benign
1694,4,64,4,126,32,0,20,130,benign
208,2,114,4,100,133,255,114,0,max-speedometer
1760,36,48,36,45,36,55,36,45,benign
1076,1,38,32,171,138,163,189,64,benign
1408,0,0,0,1,196,135,243,240,benign
675,0,0,0,132,82,192,60,16,benign
1505,137,55,224,7,10,0,148,128,benign
61,1,23,73,128,0,0,0,0,benign
208,114,113,4,96,148,2,88,0,reverse-light-off
1505,137,45,32,11,9,255,172,128,benign
1760,19,143,19,141,19,175,19,171,benign
51,0,3,112,0,15,136,7,208,benign
208,10,80,4,102,83,255,163,0,max-speedometer
208,26,65,4,102,41,255,204,0,max-speedometer
208,82,113,4,96,204,2,36,0,reverse-light-off
51,0,1,208,0,13,11,231,208,benign
412,25,198,32,36,2,0,40,208,benign
403,0,8,8,3,230,72,0,0,benign
293,144,0,113,31,101,179,249,96,benign
412,0,152,32,12,194,0,41,48,benign
208,42,115,4,100,86,255,156,0,max-speedometer
208,114,62,4,96,178,255,55,0,max-speedometer
14,32,83,22,2,8,9,121,24,benign
208,26,78,4,100,87,255,157,0,max-speedometer
208,106,115,4,100,180,255,53,0,max-speedometer
569,0,0,0,107,32,0,81,160,benign
51,0,2,224,0,13,9,199,192,benign
61,2,149,68,0,0,0,0,0,benign
628,81,2,11,241,8,124,141,189,benign
208,114,109,4,96,238,0,0,0,benign
208,10,113,4,96,177,2,72,0,reverse-light-off
1176,135,255,191,252,41,129,49,11,benign
208,50,78,12,96,237,2,7,0,reverse-light-on
208,122,82,12,102,89,2,146,0,reverse-light-on
208,2,105,4,102,98,30,124,0,benign
1314,223,127,208,72,181,32,0,28,benign
692,66,206,103,0,0,5,216,0,benign
961,123,85,31,159,0,1,105,46,benign
208,90,73,12,100,46,5,190,0,reverse-light-on
208,66,114,4,100,135,255,106,0,max-speedometer
208,106,80,12,102,30,3,206,0,reverse-light-on
215,0,1,78,64,134,0,16,0,benign
167,0,16,240,36,225,41,16,160,benign
186,6,136,3,68,16,0,1,88,benign
208,26,71,4,98,150,255,94,0,max-speedometer
293,144,0,113,100,9,96,47,96,benign
208,58,67,4,102,50,255,190,0,max-speedometer
852,32,91,192,0,0,0,67,128,benign
208,106,78,4,102,62,255,172,0,max-speedometer
412,16,110,32,16,2,0,40,128,benign
208,10,115,4,100,125,255,121,0,max-speedometer
208,74,75,4,102,65,255,173,0,max-speedometer
208,82,82,12,102,59,2,181,0,reverse-light-on
208,18,90,4,96,29,29,192,0,benign
208,114,114,4,100,129,255,103,0,max-speedometer
1076,4,42,160,175,68,58,243,240,benign
208,58,73,4,102,64,255,176,0,max-speedometer
628,0,242,1,251,16,124,141,213,benign
208,98,71,4,100,237,255,1,0,max-speedometer
870,132,157,200,2,1,71,206,56,benign
14,32,83,86,2,8,9,119,152,benign
304,0,1,144,0,0,0,0,0,benign
167,0,16,249,164,129,29,0,160,benign
208,34,114,4,100,151,255,93,0,max-speedometer
51,38,62,26,97,204,19,135,208,benign
208,98,81,12,100,128,3,109,0,reverse-light-on
208,98,70,4,100,49,255,186,0,max-speedometer
208,42,71,4,102,56,255,186,0,max-speedometer
1072,0,153,70,189,30,128,17,160,benign
208,34,81,12,96,72,5,171,0,reverse-light-on
1176,132,11,32,88,44,133,235,76,benign
208,58,80,12,98,101,2,142,0,reverse-light-on
1277,17,61,10,152,83,10,202,8,benign
519,36,4,224,88,8,223,180,232,benign
412,20,118,32,14,130,0,41,48,benign
208,18,77,12,100,190,5,55,0,reverse-light-on
208,90,70,4,98,228,255,9,0,max-speedometer
1694,4,64,4,131,31,192,20,226,benign
1176,132,0,32,0,185,130,75,77,benign
14,32,97,214,2,8,9,117,94,benign
208,50,115,4,100,172,255,68,0,max-speedometer
167,0,16,239,165,161,29,84,160,benign
208,18,69,4,96,49,255,196,0,max-speedometer
1176,132,0,32,0,43,131,110,75,benign
1505,137,47,160,11,10,0,172,128,benign
208,18,67,4,102,29,255,217,0,max-speedometer
208,122,113,4,96,124,2,111,0,reverse-light-off
208,42,81,12,102,5,3,239,0,reverse-light-on
208,2,98,4,98,226,22,4,0,benign
1760,15,117,15,124,15,133,15,138,benign
167,0,81,54,39,17,22,208,160,benign
167,0,16,251,37,129,23,16,160,benign
293,144,0,113,96,4,165,67,96,benign
208,74,114,4,100,5,255,235,0,max-speedometer
1076,1,38,32,170,23,39,120,208,benign
208,98,115,4,96,233,255,2,0,max-speedometer
208,50,82,12,96,75,2,169,0,reverse-light-on
208,18,71,12,98,118,5,127,0,reverse-light-on
560,252,0,0,2,180,0,6,0,benign
961,123,85,31,190,170,119,169,46,benign
293,144,0,104,159,105,246,145,96,benign
208,18,77,4,100,225,255,20,0,max-speedometer
51,41,45,146,145,239,83,199,208,benign
14,32,100,86,2,8,9,112,164,benign
526,78,31,251,165,53,63,207,255,benign
51,42,177,138,171,13,156,71,208,benign
208,50,114,4,96,173,255,71,0,max-speedometer
208,82,117,12,100,148,5,89,0,reverse-light-on
208,26,114,4,100,187,255,59,0,max-speedometer
208,106,118,4,98,21,8,210,0,benign
208,10,109,12,96,209,2,40,0,reverse-light-on
208,74,71,4,98,227,255,14,0,max-speedometer
852,32,84,128,0,0,0,247,0,benign
208,58,114,4,100,43,255,198,0,max-speedometer
208,122,115,4,100,189,255,42,0,max-speedometer
208,106,114,4,96,151,255,86,0,max-speedometer
354,0,8,8,99,234,17,244,206,benign
208,26,112,4,96,188,2,59,0,reverse-light-off
961,123,85,31,187,251,232,233,46,benign
208,98,81,12,98,176,2,62,0,reverse-light-on
208,74,120,4,100,160,27,56,0,benign
293,144,0,73,159,71,120,5,96,benign
14,32,84,150,2,8,9,114,168,benign
293,144,0,107,159,111,49,219,96,benign
1076,4,42,160,171,93,88,171,144,benign
208,66,68,4,102,1,255,239,0,max-speedometer
208,90,78,12,102,222,2,17,0,reverse-light-on
208,50,115,4,96,203,255,39,0,max-speedometer
208,114,80,12,96,52,3,183,0,reverse-light-on
1176,132,0,32,0,193,130,12,129,benign
560,195,0,1,218,220,0,2,0,benign
208,18,114,4,100,60,255,186,0,max-speedometer
167,0,16,250,40,65,43,64,160,benign
208,26,67,4,96,51,255,194,0,max-speedometer
458,63,241,255,128,0,0,3,160,benign
560,241,0,0,2,212,0,28,0,benign
208,10,76,4,98,125,4,122,0,benign
208,18,114,4,100,56,255,190,0,max-speedometer
412,20,112,32,15,66,0,41,192,benign
293,144,0,59,159,58,164,241,96,benign
1031,80,1,107,16,197,128,250,32,benign
1124,0,2,64,0,0,144,26,147,benign
1505,137,52,96,7,10,1,56,128,benign
51,0,4,216,0,12,6,23,192,benign
208,98,115,4,96,214,255,21,0,max-speedometer
208,58,72,4,102,116,255,127,0,max-speedometer
208,106,67,12,98,103,5,131,0,reverse-light-on
208,10,115,4,100,18,255,231,0,max-speedometer
1505,137,63,224,11,10,0,176,128,benign
1176,132,0,32,0,63,135,102,134,benign
1176,132,0,32,0,197,129,137,13,benign
208,122,72,4,96,231,255,1,0,max-speedometer
51,26,192,25,171,92,79,135,208,benign
208,90,113,4,96,129,2,110,0,reverse-light-off
852,32,40,128,0,0,6,142,0,benign
167,0,16,250,168,161,44,16,160,benign
208,58,115,4,100,246,255,253,0,max-speedometer
961,123,85,31,181,145,217,41,46,benign
1505,137,57,128,7,10,1,228,128,benign
852,31,234,0,0,0,6,132,0,benign
354,0,8,3,35,234,17,244,206,benign
208,42,79,12,98,180,2,65,0,reverse-light-on
1760,6,54,5,70,6,123,5,146,benign
208,66,114,4,96,95,255,147,0,max-speedometer
208,106,77,12,102,44,5,190,0,reverse-light-on
208,114,114,4,100,60,255,175,0,max-speedometer
51,45,7,202,206,108,192,7,208,benign
1176,132,0,160,4,152,135,145,65,benign
208,10,114,4,100,194,255,53,0,max-speedometer
208,58,114,4,100,148,255,93,0,max-speedometer
208,34,114,4,100,38,255,206,0,max-speedometer
208,82,69,4,100,196,255,41,0,max-speedometer
208,82,115,4,100,90,255,150,0,max-speedometer
208,10,114,4,100,15,255,232,0,max-speedometer
208,58,109,12,96,200,2,43,0,reverse-light-on
519,36,4,96,72,15,162,148,232,benign
208,66,114,4,100,172,255,68,0,max-speedometer
1076,1,5,160,172,217,192,78,0,benign
208,98,117,12,100,161,5,74,0,reverse-light-on
208,114,78,4,100,71,255,162,0,max-speedometer
208,122,75,4,100,59,255,173,0,max-speedometer
208,106,72,4,98,22,255,215,0,max-speedometer
208,50,64,12,100,123,5,118,0,reverse-light-on
167,0,16,249,168,81,46,144,160,benign
852,32,20,0,0,0,1,22,128,benign
167,32,16,250,40,241,43,224,160,benign
186,6,152,6,196,16,0,0,64,benign
622,1,6,64,130,136,206,10,4,benign
208,10,82,12,102,71,2,178,0,reverse-light-on
412,6,168,32,10,2,0,40,208,benign
208,10,79,4,100,90,255,156,0,max-speedometer
293,144,0,108,95,112,49,235,96,benign
208,90,82,12,100,146,2,93,0,reverse-light-on
1505,137,30,64,11,9,255,156,128,benign
208,26,114,4,100,100,255,145,0,max-speedometer
208,58,114,4,100,199,255,42,0,max-speedometer
1788,0,0,7,31,80,207,8,0,benign
1505,137,49,0,7,10,0,60,128,benign
1590,36,136,249,128,240,134,208,0,benign
208,34,74,12,102,163,5,80,0,reverse-light-on
208,50,71,4,96,241,255,3,0,max-speedometer
208,82,114,4,96,179,255,61,0,max-speedometer
208,18,114,4,96,162,255,86,0,max-speedometer
961,123,85,31,173,40,11,105,46,benign
14,32,91,22,2,8,9,99,124,benign
208,2,115,4,100,155,255,91,0,max-speedometer
208,2,115,4,100,248,255,255,0,max-speedometer
208,90,114,4,100,87,255,150,0,max-speedometer
208,66,115,4,100,77,255,165,0,max-speedometer
167,0,16,250,169,49,36,96,160,benign
1668,220,251,126,25,65,132,80,32,benign
58,0,0,0,0,0,11,64,0,benign
1634,74,64,0,0,64,0,0,0,benign
705,2,1,47,199,214,158,140,94,benign
208,82,114,4,100,70,255,169,0,max-speedometer
961,123,85,31,187,31,197,169,46,benign
208,74,114,4,100,97,255,143,0,max-speedometer
208,98,81,12,96,65,5,170,0,reverse-light-on
208,58,114,4,100,235,255,6,0,max-speedometer
167,0,16,250,168,81,46,144,160,benign
208,106,81,12,98,113,2,124,0,reverse-light-on
412,28,72,32,19,66,0,41,192,benign
208,122,81,12,100,86,2,149,0,reverse-light-on
1176,132,0,32,0,202,134,5,6,benign
208,90,117,12,100,151,5,85,0,reverse-light-on
208,106,114,4,100,105,255,131,0,max-speedometer
167,0,16,250,168,129,46,160,160,benign
628,0,242,4,251,16,124,129,221,benign
208,42,115,4,100,196,255,49,0,max-speedometer
1668,140,250,116,153,65,133,144,32,benign
1760,3,60,3,63,3,73,3,76,benign
1314,223,127,208,212,167,176,115,92,benign
1505,137,38,0,11,10,0,16,128,benign
167,0,16,249,167,113,23,160,160,benign
293,144,0,67,223,67,188,197,96,benign
852,32,132,192,0,0,3,72,128,benign
208,34,70,4,98,1,255,243,0,max-speedometer
208,50,124,4,96,140,2,104,0,benign
208,2,114,4,100,168,255,81,0,max-speedometer
1031,80,1,99,0,87,128,188,224,benign
354,83,40,5,20,196,18,97,204,benign
208,50,81,12,98,93,2,151,0,reverse-light-on
208,114,67,4,102,54,255,180,0,max-speedometer
208,58,81,12,96,19,3,223,0,reverse-light-on
1076,0,199,32,161,228,48,164,80,benign
1076,0,86,128,163,75,134,1,128,benign
208,42,115,4,100,60,255,185,0,max-speedometer
208,66,114,4,100,3,255,237,0,max-speedometer
852,32,213,0,0,0,0,207,128,benign
208,82,114,4,100,111,255,125,0,max-speedometer
1505,137,36,32,11,10,0,148,128,benign
208,114,79,4,102,204,255,29,0,max-speedometer
208,98,81,12,98,95,2,143,0,reverse-light-on
208,26,125,4,96,28,22,199,0,benign
208,106,62,4,102,179,255,55,0,max-speedometer
1314,223,127,208,0,122,208,0,156,benign
208,122,115,4,100,147,255,85,0,max-speedometer
1590,36,136,193,192,240,137,160,0,benign
208,82,117,4,100,43,20,179,0,benign
996,1,64,0,0,4,0,0,0,benign
1408,0,0,0,5,14,7,237,64,benign
412,8,172,32,9,66,0,41,176,benign
1628,64,6,98,243,224,0,0,0,benign
208,42,78,12,100,144,2,101,0,reverse-light-on
208,98,113,4,96,194,2,44,0,reverse-light-off
208,66,113,4,96,134,2,108,0,reverse-light-off
1176,132,0,32,0,111,133,154,204,benign
1590,36,136,6,193,43,10,64,0,benign
51,0,7,152,0,15,143,183,208,benign
208,10,113,4,96,160,2,89,0,reverse-light-off
208,74,109,12,96,221,2,20,0,reverse-light-on
1590,36,118,0,0,238,137,192,0,benign
208,90,101,4,98,28,7,206,0,benign
1760,2,96,2,99,2,105,2,105,benign
1668,100,251,128,25,65,127,208,32,benign
208,90,81,12,100,127,3,111,0,reverse-light-on
852,32,147,0,0,0,1,68,128,benign
852,32,230,192,0,0,6,226,128,benign
208,82,76,12,100,176,5,61,0,reverse-light-on
61,0,213,246,0,0,0,0,0,benign
208,90,113,4,96,210,2,29,0,reverse-light-off
208,66,114,4,100,117,255,122,0,max-speedometer
1760,3,228,3,233,3,234,3,235,benign
1505,137,55,128,7,10,0,164,128,benign
208,66,74,4,102,141,255,101,0,max-speedometer
208,10,71,4,100,101,255,148,0,max-speedometer
1505,137,58,32,7,10,1,112,128,benign
208,58,74,4,100,231,255,9,0,max-speedometer
1505,137,57,128,11,10,1,20,128,benign
208,74,67,4,102,32,255,206,0,max-speedometer
208,42,114,4,100,137,255,104,0,max-speedometer
208,58,118,4,98,144,8,93,0,benign
208,26,119,4,96,159,22,68,0,benign
14,32,99,86,2,8,9,120,186,benign
852,32,16,192,0,0,1,186,128,benign
208,66,71,4,100,38,255,201,0,max-speedometer
852,32,75,192,0,0,2,75,0,benign
1505,137,36,128,11,9,255,112,128,benign
961,123,85,31,186,215,142,41,46,benign
14,32,100,86,2,8,9,110,188,benign
1176,131,233,159,76,169,130,16,200,benign
628,0,242,5,247,16,124,141,167,benign
208,42,80,12,96,102,2,143,0,reverse-light-on
1031,80,1,98,144,76,192,192,32,benign
526,78,32,7,170,175,63,239,255,benign
208,58,79,12,98,248,1,252,0,reverse-light-on
208,34,117,12,100,190,5,53,0,reverse-light-on
293,144,0,107,159,109,51,23,96,benign
870,137,157,200,2,1,71,206,56,benign
1076,4,42,160,170,9,162,111,240,benign
1694,4,64,4,122,32,0,20,130,benign
852,32,192,0,0,0,3,126,128,benign
208,114,75,12,96,168,5,65,0,reverse-light-on
208,50,114,4,100,24,255,218,0,max-speedometer
1760,28,89,28,96,28,107,28,119,benign
51,43,94,130,180,142,18,55,208,benign
208,18,73,4,98,250,255,252,0,max-speedometer
208,122,65,4,96,114,255,119,0,max-speedometer
961,123,85,31,187,204,88,105,46,benign
526,78,32,11,166,238,63,176,7,benign
412,24,126,32,13,2,0,41,208,benign
208,74,66,4,100,22,255,217,0,max-speedometer
208,98,78,12,96,209,2,29,0,reverse-light-on
1176,132,0,32,0,168,129,144,203,benign
186,6,152,3,132,16,0,0,168,benign
208,66,112,4,100,28,5,211,0,benign
241,136,0,34,128,1,34,26,32,benign
208,74,70,4,100,57,255,184,0,max-speedometer
208,10,115,4,100,239,255,6,0,max-speedometer
354,46,232,7,148,42,18,20,201,benign
208,98,71,4,96,181,255,57,0,max-speedometer
